route_id,name,source_subject,source_domain,discipline_refined,module_refined,upper_concept_refined,sub_concept_refined,node_type,first_order_relation_type,exception_flag_refined,review_reason,exception_gap,content
auto_neuron_FinEval_neurons_corporate_finance_21,退休者手头有10万现金，目标是选择一项稳定回报的投资，希望每个季度能获得2000元的补贴收入。请问，该项投资的年有效利率,FinEval,corporate_finance,金融学大类,银行与货币金融,货币金融与中央银行,货币政策与汇率利率,concept,same_domain,,,multi_number_anchor_guard_missing,退休者手头有10万现金，目标是选择一项稳定回报的投资，希望每个季度能获得2000元的补贴收入。请问，该项投资的年有效利率是多少？ A. 0.02 | B. 0.08 | C. 0.0824 | D. 0.1004 答案:C
auto_neuron_FinEval_neurons_corporate_finance_22,一项投资项目预计在未来1年提供高达13$\%$的收益率。但是艾伦认为该项目的实际总收益率只有10$\%$。请问艾伦认为未,FinEval,corporate_finance,金融学大类,银行与货币金融,货币金融与中央银行,货币政策与汇率利率,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,一项投资项目预计在未来1年提供高达13$\%$的收益率。但是艾伦认为该项目的实际总收益率只有10$\%$。请问艾伦认为未来1年的通货膨胀率应为多少____。 A. 0.0273 | B. 0.0373 | C. 0.3 | D. 0.0573 答案:A
auto_neuron_FinEval_neurons_corporate_finance_24,一台旧设备账面价值为30000元，变现价值为33000元，企业打算继续使用该设备，但由于物价上涨，估计需要增加经营性流动,FinEval,corporate_finance,会计学大类,税法,企业所得税,应纳税所得额与抵免,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,一台旧设备账面价值为30000元，变现价值为33000元，企业打算继续使用该设备，但由于物价上涨，估计需要增加经营性流动资产5000元，增加经营性流动负债3000元，假设所得税税率为25$\%$，则继续使用该旧设备的初始现金流出量为____。 A. 32000元 | B. 33500元 | C. 34250元 | D. 35600元 答案:C
auto_neuron_FinEval_neurons_corporate_finance_25,某投资计划每年创造60000元的营业收入，年经营现金成本为40000元，折旧额为10000元，纳税税率为25$\%$，此,FinEval,corporate_finance,会计学大类,公司金融,资本预算与资本结构,现金流与资本成本,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,某投资计划每年创造60000元的营业收入，年经营现金成本为40000元，折旧额为10000元，纳税税率为25$\%$，此投资计划每年的经营净现金流量为____。 A. 7500元 | B. 10000元 | C. 17500元 | D. 25000元 答案:A
auto_neuron_FinEval_neurons_corporate_finance_26,以下哪一项不属于分子策略____。,FinEval,corporate_finance,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,concept,contrast,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,negative_question_guard_missing,以下哪一项不属于分子策略____。 A. 敏感度分析 | B. 情景分析 | C. 可比公司估值 | D. 盈亏平衡点分析 答案:C
auto_neuron_FinEval_neurons_corporate_finance_30,看跌期权在6个月内到期，行权价为75美元，价格为4.89美元，该股目前的市价为72美元。假设无风险利率为年息3.6$\%,FinEval,corporate_finance,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,看跌期权在6个月内到期，行权价为75美元，价格为4.89美元，该股目前的市价为72美元。假设无风险利率为年息3.6$\%$，采用连续复利计算。相同行权价的看涨期权的价格是多少。 A. 3.2美元 | B. 4.2美元 | C. 5.2美元 | D. 6.2美元 答案:A
auto_neuron_FinEval_neurons_corporate_finance_31,看跌期权和看涨期权的行权价为57美元且2个月到期，售价分别为2.25美元和5.85美元，如果该股目前的售价为60.30美,FinEval,corporate_finance,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,formula_or_calculation,formula_neighbor|prerequisite,,,multi_number_anchor_guard_missing,看跌期权和看涨期权的行权价为57美元且2个月到期，售价分别为2.25美元和5.85美元，如果该股目前的售价为60.30美元，连续复利计算条件下的年利率是多少____。 A. 0.02 | B. 0.03 | C. 0.04 | D. 0.05 答案:B
auto_neuron_FinEval_neurons_corporate_finance_32,以下关于期权定价的方法中，错误的是____。,FinEval,corporate_finance,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,formula_or_calculation,formula_neighbor|contrast,,,negative_question_guard_missing,以下关于期权定价的方法中，错误的是____。 A. 单期二叉树模型假设未来股票的价格将是两种可能值中的一个 | B. 二叉树模型中期数划分不同得到的结果也不同 | C. 二叉树模型中期数的划分不会影响期权估价的结果 | D. 二叉树模型划分的期数越多，期权估价的结果与BS模型越接近 答案:C
auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_7,金融衍生品包括期权、期货、远期等，运用衍生产品进行风险管理需满足的条件不包括____。,FinEval,corporate_strategy_and_risk_management,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,concept,contrast|prerequisite,,,negative_question_guard_missing,金融衍生品包括期权、期货、远期等，运用衍生产品进行风险管理需满足的条件不包括____。 A. 满足合规要求 | B. 建立完善的外部控制措施 | C. 合格的操作人员 | D. 与公司的业务和发展战略保持一致 答案:B
auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_9,现有两个投资项目，W企业需要在二者中选择一个较好的投资计划，A计划投资为450万元，B计划投资为240万元，A、B投资计,FinEval,corporate_strategy_and_risk_management,金融学大类,金融学,基础金融理论,金融工具、市场与风险,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,现有两个投资项目，W企业需要在二者中选择一个较好的投资计划，A计划投资为450万元，B计划投资为240万元，A、B投资计划的经营年限都是5年，销路好的概率均为0.7，销路差的概率均为0.3。在销路好、销路差年中，A计划的损益分别为300万元和-60万元；B计划的损益分别为120万元和30万元。经计算A计划的净收益值为510万元，B计划的净收益值为225万元，因为A计划的净收益值大于B计划的净收益值，因此W企业最终选择A投资计划。在上述过程中，W企业采用的风险管理技术与方法属于____。 A. 可靠性分析法 | B. 事件树分析法 | C. 决策树法 | D. 统计推论法 答案:C
auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_10,下列各项中，不属于分析企业运营风险应收集的信息是____。,FinEval,corporate_strategy_and_risk_management,管理学大类,管理学,管理基础,组织、战略与决策,procedure,question_peer|contrast,,,negative_question_guard_missing,下列各项中，不属于分析企业运营风险应收集的信息是____。 A. 企业产能利用率 | B. 企业竞争对手的有关情况 | C. 质量、安全、环保、信息等管理中曾发生或易发生失误的业务流程或环节 | D. 企业风险管理的现状和能力 答案:B
auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_12,甲制药公司是一家经过国有企业改制的新兴民营企业，专注于补血类产品线的开发。然而，资金和管理方面存在问题，导致甲公司在补血,FinEval,corporate_strategy_and_risk_management,管理学大类,战略管理,公司战略,战略选择与实施,regulation_or_standard,regulation_peer|contrast,,,negative_question_guard_missing,甲制药公司是一家经过国有企业改制的新兴民营企业，专注于补血类产品线的开发。然而，资金和管理方面存在问题，导致甲公司在补血类产品市场的发展受到了阻碍。为了克服这种情况，公司董事会经过慎重考虑决定进行全面的企业管理结构重塑。然而，实施变革面临着巨大挑战，因为变革初期就与多个部门的文化发生冲突。基于战略稳定性与文化适应性矩阵的原则，甲制药公司在实施上述战略时，可以采取的策略不包括____。 A. 高层管理人员决心进行变革，向全体员工讲明变革的意义 | B. 人力资源部门即将招聘一批与新文化相符的新员工 | C. 对公司的各部门实行不同的文化管理 | D. 设法让员工明确新文化所需要的行为 答案:C
auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_14,某公司原本拥有三个产品事业部，每个事业部只有一条产品线，但是通过收购另两家公司，如今公司三个事业部中每个事业部都有多条产,FinEval,corporate_strategy_and_risk_management,管理学大类,组织管理,组织结构,结构设计与协调,regulation_or_standard,regulation_peer|contrast,,,negative_question_guard_missing,某公司原本拥有三个产品事业部，每个事业部只有一条产品线，但是通过收购另两家公司，如今公司三个事业部中每个事业部都有多条产品线。目前该公司的组织结构的优点不包括____。 A. 便于企业持续成长 | B. CEO所在的总部员工的工作量会有所减轻 | C. 能够通过诸如资本利润率等方法对事业部的绩效进行财务评估和比较 | D. 与产品主管和职能主管之间的联系更加直接，从而能够做出更有质量的决策 答案:D
auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_15,某公司产品遍布全球多个国家，其会对不同的用户提供不同标准产品，比如航空航天企业所需的产品安全标准远高于普通工业企业产品。,FinEval,corporate_strategy_and_risk_management,自然科学大类,自然科学,基础科学,自然规律与模型,formula_or_calculation,formula_neighbor|contrast,,,negative_question_guard_missing,某公司产品遍布全球多个国家，其会对不同的用户提供不同标准产品，比如航空航天企业所需的产品安全标准远高于普通工业企业产品。同时，该公司会结合订单金额、购买频率、信用评级等指标对客户进行分级，依据客户等级实行对应的营销策略。依据产业市场细分的变量，该公司采用的不包括____。 A. 用户的行业类别 | B. 用户的地理位置 | C. 购买行为因素 | D. 用户规模 答案:B
auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_25,"某公司甲产品某年的投资资本回报率为11$\%$,销售增长率为15$\%$;经测算A公司甲产品的资本成本为16$\%$,可",FinEval,corporate_strategy_and_risk_management,会计学大类,公司金融,资本预算与资本结构,现金流与资本成本,concept,same_domain,,,multi_number_anchor_guard_missing,"某公司甲产品某年的投资资本回报率为11$\%$,销售增长率为15$\%$;经测算A公司甲产品的资本成本为16$\%$,可持续增长率为20$\%$,则该年A公司的甲产品属于财务战略矩阵中的____。 A. 减损型现金短缺 | B. 增值型现金短缺 | C. 减损型现金剩余 | D. 增值型现金剩余 答案:C"
auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_27,A运动鞋不仅质量好，款式设计也非常新颖，在消费者心中树立了高端时尚的品牌形象，它们深受年轻人的追捧和喜爱，这使得一些潜在,FinEval,corporate_strategy_and_risk_management,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,concept,same_domain,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,,A运动鞋不仅质量好，款式设计也非常新颖，在消费者心中树立了高端时尚的品牌形象，它们深受年轻人的追捧和喜爱，这使得一些潜在的进入者很难获得新的市场份额。由此可以得出，____将影响潜在进入者的进入威胁。 A. 规模经济 | B. 进入对方领域 | C. 现有企业的市场优势 | D. 现有企业对关键资源的控制 答案:C
auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_28,甲企业准备进军家电领域时，家电行业的龙头乙企业通过降价来阻止甲企业的进入。甲企业遇到的障碍是____。,FinEval,corporate_strategy_and_risk_management,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,concept,same_domain,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,,甲企业准备进军家电领域时，家电行业的龙头乙企业通过降价来阻止甲企业的进入。甲企业遇到的障碍是____。 A. 结构性障碍 | B. 行为性障碍 | C. 同业竞争障碍 | D. 替代品障碍 答案:B
auto_neuron_FinEval_neurons_cost_accounting_3,20×4年3月1日，甲公司向乙公司销售商品1000件，每件售价为20元（不含增值税），甲、乙公司均为增值税一般纳税人，适,FinEval,cost_accounting,税法与财政大类,税法,增值税,征税范围、税率与抵扣,formula_or_calculation,formula_neighbor|prerequisite,,,multi_number_anchor_guard_missing,20×4年3月1日，甲公司向乙公司销售商品1000件，每件售价为20元（不含增值税），甲、乙公司均为增值税一般纳税人，适用的增值税税率均为13$\%$。甲公司向乙公司销售商品给予10$\%$的商业折扣，提供的现金折扣条件为2/10、1/20、n/30，并代垫运杂费1000元。乙公司于20×4年3月15日付款。不考虑其他因素，甲公司在该项交易中应确认的收入是____。 A. 18000元 | B. 19800元 | C. 20000元 | D. 20200元 答案:A
