group,subject,chinese_name,sub_concept,priority,search_query,desired_source_type,target_fields
politics_history,middle_school_history,初中历史,半坡原始居民,18,半坡原始居民 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,半坡原始居民,18,半坡原始居民 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,科举制,18,科举制 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,科举制,18,科举制 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,叶酸,18,叶酸 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,叶酸,18,叶酸 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,Ca,18,Ca 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,Ca,18,Ca 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,促肾上腺皮质激素,18,促肾上腺皮质激素 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,促肾上腺皮质激素,18,促肾上腺皮质激素 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,蛋白激酶C,18,蛋白激酶C 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,蛋白激酶C,18,蛋白激酶C 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,不正确的是,18,不正确的是 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,不正确的是,18,不正确的是 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,酪氨酸蛋白激酶,18,酪氨酸蛋白激酶 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,酪氨酸蛋白激酶,18,酪氨酸蛋白激酶 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,70岁,18,70岁 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,70岁,18,70岁 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,BE,18,BE 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,BE,18,BE 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,40岁,18,40岁 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,40岁,18,40岁 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,25m,18,25m 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,25m,18,25m 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,60s,18,60s 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,60s,18,60s 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,不符合规范要求的是,18,不符合规范要求的是 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,不符合规范要求的是,18,不符合规范要求的是 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,的规定,18,的规定 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,的规定,18,的规定 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,声环境质量标准,18,声环境质量标准 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,声环境质量标准,18,声环境质量标准 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,GB3096,18,GB3096 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,GB3096,18,GB3096 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,中华人民共和国水污染防治法,18,中华人民共和国水污染防治法 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,中华人民共和国水污染防治法,18,中华人民共和国水污染防治法 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,一般情况下,18,一般情况下 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,一般情况下,18,一般情况下 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,建设单位申请建设项目竣工环境保护验收时,18,建设单位申请建设项目竣工环境保护验收时 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,建设单位申请建设项目竣工环境保护验收时,18,建设单位申请建设项目竣工环境保护验收时 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,下列说法错误的是,18,下列说法错误的是 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,下列说法错误的是,18,下列说法错误的是 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,kg,18,kg 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,kg,18,kg 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,氨苯蝶啶,18,氨苯蝶啶 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,氨苯蝶啶,18,氨苯蝶啶 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,血行转移,18,血行转移 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,血行转移,18,血行转移 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
